0101000020E610000052B929F573F110C00F590670FAAC42C0,http://starwars.wikia.com/wiki/Thebeon,2,0,72,Core,,K12,73,Thebeon,,Thebeon,-4488.200244,-471.5264207,-4488.2,-471.53
0101000020E6100000B8D6F5E556BADDBF9820FB4FBB7642C0,http://starwars.wikia.com/wiki/Gerrard,2,0,73,Core,,K12,74,Gerrard,,Gerrard,-4429.018751,-51.70770947,-4429.02,-51.71
0101000020E6100000230AF7ECFEEA4740794B45584F0A1940,,4,0,1393,Inner Rim,Hapes Cluster,O9,1393,,,,698.2582424,5325.068554,698.26,5325.07
0101000020E6100000693D33161B69FDBFAE1E6A4AD2493AC0,http://starwars.wikia.com/wiki/Kalist_VI,1,1,6,Deep Core,,K12,7,Kalist,,Kalist,-3034.840246,-204.6231017,-3034.84,-204.62
0101000020E61000005D86E4150DEAFCBFCC1522670E9A3BC0,http://starwars.wikia.com/wiki/Zamael,2,0,7,Deep Core,,K12,8,Zamael,,Zamael,-3198.859783,-201.1700588,-3198.86,-201.17
0101000020E61000007B44198D68EE01C0AEC8360723363DC0,http://starwars.wikia.com/wiki/Lialic,2,0,8,Deep Core,,K12,9,Lialic,,Lialic,-3402.589313,-249.5126592,-3402.59,-249.51
0101000020E6100000F786A58F7D4FFEBFBADA8AEEDFFF3EC0,http://starwars.wikia.com/wiki/Constancia,2,0,9,Deep Core,,K12,10,Constancia,,Constancia,-3632.685596,-210.8844063,-3632.69,-210.88
0101000020E61000007C30DB055FACDDBF9ABE75C7DB8B3FC0,http://starwars.wikia.com/wiki/Dulvoyinn,2,0,10,Deep Core,,K12,11,Dulvoyinn,,Dulvoyinn,-3703.904605,-51.61280347,-3703.9,-51.61
0101000020E6100000E1E56A6F1B11C63FBA208A4CDCF824C0,http://starwars.wikia.com/wiki/Tython,0,1,11,Deep Core,,L10,12,Tython,,Tython,-1173.873942,19.19115398,-1173.87,19.19
0101000020E610000015ACF119C00A2440605609B0E51F25C0,http://starwars.wikia.com/wiki/Had_Abbadon,2,0,12,Deep Core,,L10,13,Had_Abbadon,,Had Abbadon,-1182.506549,1115.532268,-1182.51,1115.53
0101000020E61000005F156838C7172940AE3BE11774671FC0,http://starwars.wikia.com/wiki/Cambria,2,0,13,Deep Core,,L10,14,Cambria,,Cambria,-876.7204182,1396.663513,-876.72,1396.66
0101000020E610000083D08EB6FF7A1F4011A0053751601AC0,http://starwars.wikia.com/wiki/Vulpter,1,0,14,Deep Core,,L10,15,Vulpter,,Vulpter,-735.6732083,876.097316,-735.67,876.1
0101000020E61000002C1A9ED309BC1A4023D1E09B618B14C0,http://starwars.wikia.com/wiki/Besero,2,0,15,Deep Core,,L10,16,Besero,,Besero,-572.5169322,744.0184258,-572.52,744.02
0101000020E6100000D5693C4F82A9134052FE3B56986E13C0,http://starwars.wikia.com/wiki/Primus_Goluud,2,0,16,Deep Core,,L10,17,Primus_Goluud,,Primus Goluud,-541.4395463,547.1949816,-541.44,547.19
0101000020E6100000A24B27E6AD21D13F12409918EB071CC0,http://starwars.wikia.com/wiki/Empress_Teta,0,0,17,Deep Core,,L10,18,Empress_Teta,,Empress Teta,-782.0494926,29.79807042,-782.05,29.8
0101000020E61000000656564612F1F83FA7837B8616D212C0,http://starwars.wikia.com/wiki/Iore,2,0,18,Deep Core,,L10,19,Iore,,Iore,-524.3661676,173.5309803,-524.37,173.53
0101000020E61000009074EA038408F53F95C66B7F458215C0,http://starwars.wikia.com/wiki/Starswarm_Cluster,2,0,19,Deep Core,,L10,20,Starswarm_Cluster,,Starswarm Cluster,-599.4698503,146.3382676,-599.47,146.34
0101000020E61000000B8AEFA5AEC7D03F1C08D2FBA8E909C0,http://starwars.wikia.com/wiki/Jerrilek,2,0,20,Deep Core,,L10,21,Jerrilek,,Jerrilek,-360.7662714,29.18659407,-360.77,29.19
0101000020E61000002D2828E25D052CC012EFA2B95E9552C0,,4,0,380,Outer Rim,Yarith,J18,381,,,,-12651.78743,-1559.639711,-12651.79,-1559.64
0101000020E610000099D2747B8B98F83F7A8E6C2D0D182CC0,http://starwars.wikia.com/wiki/Tsoss_Beacon,2,0,21,Deep Core,,L11,22,Tsoss_Beacon,,Tsoss Beacon,-1579.60648,171.1250407,-1579.61,171.13
0101000020E6100000DF8AE968FFBE2A40E2DCBE9CB32E37C0,http://starwars.wikia.com/wiki/Eclipse,2,0,22,Deep Core,,L11,23,Eclipse,,Eclipse,-2654.095197,1488.680267,-2654.1,1488.68
0101000020E61000006C9C0915D7E6FC3F13EFA5F7A28A3FC0,http://starwars.wikia.com/wiki/Crystan,2,0,23,Deep Core,,L12,24,Crystan,,Crystan,-3703.281139,201.0827929,-3703.28,201.08
0101000020E61000005E67D653F9F6FA3F63F63E5D003E40C0,http://starwars.wikia.com/wiki/Khomm,1,0,24,Deep Core,,L12,25,Khomm,,Khomm,-3827.063135,187.6063339,-3827.06,187.61
0101000020E610000087FBD903D66C2B401C770BA988B723C0,http://starwars.wikia.com/wiki/Dremulae,2,0,25,Deep Core,,M10,26,Dremulae,,Dremulae,-1102.894727,1526.476344,-1102.89,1526.48
0101000020E6100000BB9859E013112D40CC77721ED27A35C0,http://starwars.wikia.com/wiki/Ojom,1,1,26,Deep Core,,M11,27,Ojom,,Ojom,-2449.178684,1617.845652,-2449.18,1617.85
0101000020E6100000AC7231457C6D2E40733C6432BFF934C0,http://starwars.wikia.com/wiki/Ottabesk,2,0,27,Deep Core,,M11,28,Ottabesk,,Ottabesk,-2388.966249,1693.596781,-2388.97,1693.6
0101000020E6100000FF5B4247C8882E4076BCA653582934C0,http://starwars.wikia.com/wiki/Hakassi,2,0,28,Deep Core,,M11,29,Hakassi,,Hakassi,-2292.173141,1699.531698,-2292.17,1699.53
0101000020E6100000D81B10CE759A2C4081BF599BDFF132C0,http://starwars.wikia.com/wiki/Ebaq,2,0,29,Deep Core,,M11,30,Ebaq,,Ebaq,-2148.440231,1592.055738,-2148.44,1592.06
0101000020E6100000CCA41958D5063040719B997CF8EC2DC0,http://starwars.wikia.com/wiki/Thoadeye,2,0,30,Deep Core,,M11,31,Thoadeye,,Thoadeye,-1684.917183,1784.08329,-1684.92,1784.08
0101000020E610000044D1C7F7565C22BD0B279481B9CC32C0,http://starwars.wikia.com/wiki/Galactic_Center,2,0,31,Deep Core,,,32,Galactic_Center,,Galactic Center,-2131.368628,0,-2131.37,0
0101000020E6100000F3AD2F713ABA2DC0748781233E9521C0,http://starwars.wikia.com/wiki/Kokash,2,0,32,Core,,J10,33,Kokash,,Kokash,-982.52719,-1654.622535,-982.53,-1654.62
0101000020E6100000A0F1AF2FD64E2BC005C1E62E582721C0,http://starwars.wikia.com/wiki/Pollillus,2,0,33,Core,,J10,34,Pollillus,,Pollillus,-958.3558899,-1519.953863,-958.36,-1519.95
0101000020E6100000C160CF82BE602BC0BCA5ADAFFFE740C0,http://starwars.wikia.com/wiki/Osssorck_Nebulae,2,0,34,Core,,J12,35,Osssorck_Nebulae,,Osssorck Nebulae,-4003.651775,-1523.847331,-4003.65,-1523.85
0101000020E6100000A140D0D60DBB2FC06E9BCBA77E4A41C0,http://starwars.wikia.com/wiki/Questal,2,1,35,Core,,J12,36,Questal,,Questal,-4107.219387,-1766.121566,-4107.22,-1766.12
0101000020E6100000DA569BAB26E031C00348B57ABB0042C0,http://starwars.wikia.com/wiki/Kitel_Phard,1,0,36,Core,,J12,37,Kitel_Phard,,Kitel Phard,-4301.408658,-1989.901583,-4301.41,-1989.9
0101000020E6100000FD90EFEA98F62FC0A6819674877D42C0,http://starwars.wikia.com/wiki/Inysh,2,0,37,Core,,J12,38,Inysh,,Inysh,-4436.416438,-1779.067517,-4436.42,-1779.07
0101000020E6100000B1C63108541FFDBF758B96B72A2FC53F,http://starwars.wikia.com/wiki/Metellos,2,0,39,Core,,K9,40,Metellos,,Metellos,18.42361491,-202.618004,18.42,-202.62
0101000020E6100000085E21E050FB28C0A41A40AC24CB1140,http://starwars.wikia.com/wiki/Xa_Fel,2,1,40,Core,,K9,41,Xa_Fel,,Xa Fel,495.6898655,-1390.475218,495.69,-1390.48
0101000020E61000005FC44C86F10626C08E3FA56020610140,http://starwars.wikia.com/wiki/Ragoon,2,0,41,Core,,K9,42,Ragoon,,Ragoon,241.8912138,-1226.024051,241.89,-1226.02
0101000020E61000003C5BF55E37A220C0393234E8A6931B40,http://starwars.wikia.com/wiki/Merakai,2,0,42,Core,,K9,43,Merakai,,Merakai,769.3165368,-925.8251355,769.32,-925.83
0101000020E610000047F2896364331AC0D0C9CFAA1B6F1C40,http://starwars.wikia.com/wiki/Denevar,2,0,43,Core,,K9,44,Denevar,,Denevar,793.3529525,-729.1635527,793.35,-729.16
0101000020E610000049C5BC49941014C0DE691C0CE5E81740,http://starwars.wikia.com/wiki/Pantolomin,1,0,44,Core,,K9,45,Pantolomin,,Pantolomin,666.615488,-558.3997915,666.62,-558.4
0101000020E61000006417149102EA1FC08D451B19DD631440,http://starwars.wikia.com/wiki/Dachat,2,0,45,Core,,K9,46,Dachat,,Dachat,568.203766,-888.1653866,568.2,-888.17
0101000020E610000068EEB289B20014C0B26448297AD51340,http://starwars.wikia.com/wiki/Voom,2,0,46,Core,,K9,47,Voom,,Voom,552.665073,-556.6732701,552.67,-556.67
0101000020E61000005570ED8CC53619C06E2976F0C1CD1040,http://starwars.wikia.com/wiki/Hyabb,2,0,47,Core,,K9,48,Hyabb,,Hyabb,468.0655224,-701.7010711,468.07,-701.7
0101000020E610000057196B2B26200BC0A00CE4467FF91B40,http://starwars.wikia.com/wiki/Farrfin,2,0,48,Core,,K9,49,Farrfin,,Farrfin,780.4699852,-377.4507528,780.47,-377.45
0101000020E610000064C8A5AD4BB90EC0AFC956983BEB1640,http://starwars.wikia.com/wiki/Twith,2,0,49,Core,,K9,50,Twith,,Twith,638.8952271,-427.5198746,638.9,-427.52
0101000020E610000050693040246421C02A6856DADC274B40,http://starwars.wikia.com/wiki/Scipio,2,1,50,Outer Rim,,K5,51,Scipio,,Scipio,7229.358938,-967.9885476,7229.36,-967.99
0101000020E6100000735EA724F23400C04EB98E9532DE0F40,http://starwars.wikia.com/wiki/Galvoni,2,0,51,Core,,K9,52,Galvoni,,Galvoni,443.7983044,-225.5168661,443.8,-225.52
0101000020E61000002DCE9D4717AFFDBFD7A838A7E87A0340,http://starwars.wikia.com/wiki/Weerden,2,0,52,Core,,K9,53,Weerden,,Weerden,271.1461604,-206.5251303,271.15,-206.53
0101000020E6100000F923667D0295EEBF4947AE35FE51F93F,http://starwars.wikia.com/wiki/Tanjay,2,0,53,Core,,K9,54,Tanjay,,Tanjay,176.1874812,-106.3868867,176.19,-106.39
0101000020E6100000E1DC9E418601F4BF99716A39E18A1F40,http://starwars.wikia.com/wiki/Mamendin,2,0,54,Core,,K9,55,Mamendin,,Mamendin,880.6082288,-139.1907941,880.61,-139.19
0101000020E61000004C33ABCEF7A929C0413FC781A77618C0,http://starwars.wikia.com/wiki/Tamban,2,0,55,Core,,K10,56,Tamban,,Tamban,-682.1124594,-1428.448227,-682.11,-1428.45
0101000020E61000005FA7D72D825428C00B3ECAC2E3D712C0,http://starwars.wikia.com/wiki/Aradia,2,0,56,Core,,K10,57,Aradia,,Aradia,-524.9990084,-1354.207805,-525,-1354.21
0101000020E6100000E20E1DEBE5EC23C0F3753276156912C0,http://starwars.wikia.com/wiki/Cal-Seti,2,0,57,Core,,K10,58,Cal-Seti,,Cal-Seti,-512.9133583,-1109.04176,-512.91,-1109.04
0101000020E61000000FE1BE4EBBC929C010AA3A926C0A1FC0,http://starwars.wikia.com/wiki/N'Zoth,1,0,58,Core,,K10,59,N'Zoth,,N'Zoth,-866.5125717,-1435.354312,-866.51,-1435.35
0101000020E61000002F1FF610FC591FC0D9F2C74A81BF0FC0,http://starwars.wikia.com/wiki/Fresia,2,0,59,Core,,K10,60,Fresia,,Fresia,-442.1259793,-872.5083228,-442.13,-872.51
0101000020E6100000F98B6C0FB6DE1CC0EE56C9756F8E09C0,http://starwars.wikia.com/wiki/Galand,2,0,60,Core,,K10,61,Galand,,Galand,-355.7999072,-803.4474652,-355.8,-803.45
0101000020E6100000E325E38C82C618C0043510366C08FFBF,http://starwars.wikia.com/wiki/Alland,2,0,61,Core,,K10,62,Alland,,Alland,-215.9516706,-689.4970501,-215.95,-689.5
0101000020E61000008D6D6D8A12CE14C0493B8D2D6F3C03C0,http://starwars.wikia.com/wiki/Worru'du,2,0,62,Core,,K10,63,Worru'du,,Worru'du,-267.7473138,-578.999678,-267.75,-579
0101000020E6100000F5D53E0C9DB60BC04AC5588AD7FA03C0,http://starwars.wikia.com/wiki/Salliche,2,0,63,Core,,K10,64,Salliche,,Salliche,-278.1064424,-385.6292767,-278.11,-385.63
0101000020E6100000F0A7B2C8630312C097A62DF9B571EDBF,http://starwars.wikia.com/wiki/Norkronia,2,0,64,Core,,K10,65,Norkronia,,Norkronia,-102.4328859,-501.3062132,-102.43,-501.31
0101000020E6100000A70FE30746A0FCBF1ADA0EE159A5F8BF,http://starwars.wikia.com/wiki/Stassia,2,0,65,Core,,K10,66,Stassia,,Stassia,-171.4937435,-199.1649611,-171.49,-199.16
0101000020E6100000F3C3F234F6A076BFAB3D1931E5ECEFBF,http://starwars.wikia.com/wiki/Foerost,2,1,66,Core,,L10,67,Foerost,,Foerost,-111.0654931,-0.614995529,-111.07,-0.61
0101000020E6100000F3C3F234F6A076BFF380838ED5DAFDBF,http://starwars.wikia.com/wiki/Ruan,2,0,67,Core,,K10,68,Ruan,,Ruan,-207.7506938,-0.614995529,-207.75,-0.61
0101000020E61000000C384FC2E67C29C068930C6AD5041EC0,http://starwars.wikia.com/wiki/Galantos,2,0,68,Core,,K10,69,Galantos,,Galantos,-837.8207376,-1418.649808,-837.82,-1418.65
0101000020E61000003A65CEE3D8082AC00E6694C457651EC0,http://starwars.wikia.com/wiki/J't'p'tan,2,0,69,Core,,K10,70,J't'p'tan,,J't'p'tan,-848.4040921,-1449.076952,-848.4,-1449.08
0101000020E610000020A5AB9DE8A6E0BFE171CD31F31941C0,http://starwars.wikia.com/wiki/Botor,1,0,70,Core,,K12,71,Botor,,Botor,-4056.056871,-57.92783458,-4056.06,-57.93
0101000020E6100000C3EEBF93F5D1F9BFD643B6AA3B6941C0,http://starwars.wikia.com/wiki/Thracior,2,0,71,Core,,K12,72,Thracior,,Thracior,-4139.735976,-179.642896,-4139.74,-179.64
0101000020E61000000F9DFC324FEE03C08BC9D2F7C3E940C0,http://starwars.wikia.com/wiki/Daupherm,1,0,74,Core,,K12,75,Daupherm,,Daupherm,-4005.501197,-277.337149,-4005.5,-277.34
0101000020E6100000094488160A9727C0BCE9231A3A143FC0,http://starwars.wikia.com/wiki/Loedorvia,2,0,75,Core,,K12,76,Loedorvia,,Loedorvia,-3643.014556,-1313.013265,-3643.01,-1313.01
0101000020E61000007D4FF0BCAA3620C01050451EEB7741C0,http://starwars.wikia.com/wiki/Cortina,2,0,76,Core,,K12,77,Cortina,,Cortina,-4155.304349,-902.4416618,-4155.3,-902.44
0101000020E61000007BB2C3F2E10B4740C187C1F77B471D40,,4,0,1437,Inner Rim,Hapes Cluster,O9,1437,,,,817.0630112,5131.030687,817.06,5131.03
0101000020E6100000CBA88007F61DE3BF2B596AFD019A43C0,http://starwars.wikia.com/wiki/Abregado-rae,1,0,77,Core,,K13,78,Abregado-rae,,Abregado-rae,-4750.818116,-66.50308255,-4750.82,-66.5
0101000020E61000001EF1EFB4DC95E2BF51DC6E461F1344C0,http://starwars.wikia.com/wiki/Dentaal,1,0,78,Core,,K13,79,Dentaal,,Dentaal,-4887.675317,-64.65366092,-4887.68,-64.65
0101000020E61000009E36FE59FFC5F9BF85E463DF8D8244C0,http://starwars.wikia.com/wiki/Belgaroth,2,0,79,Core,,K13,80,Belgaroth,,Belgaroth,-5015.28541,-179.3178023,-5015.29,-179.32
0101000020E6100000F6CAA087551004C0D7622A2DF7FD43C0,http://starwars.wikia.com/wiki/Steelious,2,0,80,Core,,K13,81,Steelious,,Steelious,-4863.632836,-279.1865706,-4863.63,-279.19
0101000020E61000001E54E8E3521E29C07525D05809F242C0,http://starwars.wikia.com/wiki/Cuvacia,2,0,81,Core,,K13,82,Cuvacia,,Cuvacia,-4564.026531,-1398.08666,-4564.03,-1398.09
0101000020E6100000453CE7BA6FAD23C0CE5FF0044F5544C0,http://starwars.wikia.com/wiki/Illodia,2,0,82,Core,,K13,83,Illodia,,Illodia,-4963.270426,-1095.243867,-4963.27,-1095.24
0101000020E6100000B7C5CE956604E73FCC461E1FA57E2040,http://starwars.wikia.com/wiki/Kidiet_Olgo,2,0,83,Core,,L9,84,Kidiet_Olgo,,Kidiet Olgo,921.2781498,80.07068458,921.28,80.07
0101000020E61000005E7FD307361248401DBD6BBA3E441A40,,4,0,1395,Inner Rim,Hapes Cluster,O9,1395,,,,732.6012277,5359.173414,732.6,5359.17
0101000020E61000001DBFD953029C0E40180A883349CA1B40,http://starwars.wikia.com/wiki/Challon,2,0,84,Core,,L9,85,Challon,,Challon,775.2994132,425.927999,775.3,425.93
0101000020E6100000140606347AE30E404F80A1BA2C2F1840,http://starwars.wikia.com/wiki/Shawken,2,0,85,Core,,L9,86,Shawken,,Shawken,674.297909,429.8126722,674.3,429.81
0101000020E6100000ECFE3516DD1FEE3F8F51E81422521340,http://starwars.wikia.com/wiki/Velusia,2,1,86,Core,,L9,87,Velusia,,Velusia,538.3343456,104.7950111,538.33,104.8
0101000020E61000002EDD1D220B61FA3FAB26E7D549A20F40,http://starwars.wikia.com/wiki/Thorgeld,2,0,87,Core,,L9,88,Thorgeld,,Thorgeld,440.5340998,183.5315827,440.53,183.53
0101000020E61000002F1EA13322F5E93F028FA61492760240,http://starwars.wikia.com/wiki/Thokos,2,0,88,Core,,L9,89,Thokos,,Thokos,256.9832892,90.29942488,256.98,90.3
0101000020E6100000D7E6A534B50E2440E0D3373ED3951740,http://starwars.wikia.com/wiki/Ralltiir,2,1,89,Core,,L9,90,Ralltiir,,Ralltiir,657.5362633,1116.392698,657.54,1116.39
0101000020E61000007A6FCDB34EB12240B1C63DC38D1A1640,http://starwars.wikia.com/wiki/Rhinnal,2,0,90,Core,,L9,91,Rhinnal,,Rhinnal,616.0997488,1040.425755,616.1,1040.43
0101000020E6100000C27C12738D8321406CC59E850B9F1440,http://starwars.wikia.com/wiki/Esseles,2,0,91,Core,,L9,92,Esseles,,Esseles,574.6632342,974.8179402,574.66,974.82
0101000020E6100000989E5252DB4D20409520DFE2CA521340,http://starwars.wikia.com/wiki/Brentaal,1,1,92,Core,,L9,93,Brentaal,,Brentaal,538.4062839,907.483604,538.41,907.48
0101000020E61000009777EAE207D11D401F6B1B55B5871140,http://starwars.wikia.com/wiki/Chandrila,2,1,93,Core,,L9,94,Chandrila,,Chandrila,488.3371622,829.7901392,488.34,829.79
0101000020E610000077560821D2C61A40D0F644DCC2D70F40,http://starwars.wikia.com/wiki/Corulag,2,1,94,Core,,L9,95,Corulag,,Corulag,443.4476047,745.1905886,443.45,745.19
0101000020E6100000766226DEAE1F1640BA8B35C0D3E30A40,http://starwars.wikia.com/wiki/Anaxes,1,1,95,Core,,L9,96,Anaxes,,Anaxes,374.3867471,615.7014806,374.39,615.7
0101000020E61000004F1BD8B35C990E4024CBCC7B41150340,http://starwars.wikia.com/wiki/Grizmallt,2,1,96,Core,,L9,97,Grizmallt,,Grizmallt,265.6158964,425.7841222,265.62,425.78
0101000020E61000009344632C49900240F34D94628F88F73F,http://starwars.wikia.com/wiki/Alsakan,1,1,97,Core,,L9,98,Alsakan,,Alsakan,163.7511314,258.3115425,163.75,258.31
0101000020E610000090B9BE075F1D2840CB6D742EDA7A0340,http://starwars.wikia.com/wiki/Tepasi,1,0,98,Core,,L9,99,Tepasi,,Tepasi,271.1430849,1342.219804,271.14,1342.22
0101000020E61000003D8086F531882440F467862B0E38F63F,http://starwars.wikia.com/wiki/Skako,1,1,99,Core,,L9,100,Skako,,Skako,154.6028877,1142.806578,154.6,1142.81
0101000020E61000004021FA40326B204045CACC4C7D9AED3F,http://starwars.wikia.com/wiki/Basilisk,2,0,100,Core,,L9,101,Basilisk,,Basilisk,102.9870905,913.8626411,102.99,913.86
0101000020E6100000D8C46D5E59B1F23F471B0CDBA11402C0,http://starwars.wikia.com/wiki/Spira,2,0,101,Core,,L10,102,Spira,,Spira,-251.6555944,130.0543517,-251.66,130.05
0101000020E610000042A69AB6728D124088B89FF11C8301C0,http://starwars.wikia.com/wiki/Yulant,2,0,102,Core,,L10,103,Yulant,,Yulant,-243.7399011,516.3145937,-243.74,516.31
0101000020E6100000FA1389A882AB154059FC0483C36A05C0,http://starwars.wikia.com/wiki/Aargau,1,0,103,Core,,L10,104,Aargau,,Aargau,-298.1253264,603.072296,-298.13,603.07
0101000020E6100000C7427650DC9A21400AB43B8BA6570AC0,http://starwars.wikia.com/wiki/Broest,2,1,104,Core,,L10,105,Broest,,Broest,-366.7545537,979.8856003,-366.75,979.89
0101000020E61000005882FF39DAFE134059672E1712ABE1BF,http://starwars.wikia.com/wiki/Ixtlar,1,0,105,Core,,L10,106,Ixtlar,,Ixtlar,-61.46407671,556.472703,-61.46,556.47
0101000020E6100000592BA0C933772140D60EFF1B10E1E6BF,http://starwars.wikia.com/wiki/Vultar,2,0,106,Core,,L10,107,Vultar,,Vultar,-79.59255183,972.1327397,-79.59,972.13
0101000020E6100000A9A98A30BC8E1E4074D351B832E2FABF,http://starwars.wikia.com/wiki/Wukkar,2,0,107,Core,,L10,108,Wukkar,,Wukkar,-187.0685115,850.4129782,-187.07,850.41
0101000020E610000059A8589AFCA02240714831A7F09F05C0,http://starwars.wikia.com/wiki/Kailor,2,0,108,Core,,L10,109,Kailor,,Kailor,-301.0189265,1036.877294,-301.02,1036.88
0101000020E610000061D041AEF6F0284013D767EF156300C0,http://starwars.wikia.com/wiki/Palawa,2,0,109,Core,,L10,110,Palawa,,Palawa,-228.0733957,1388.224407,-228.07,1388.22
0101000020E6100000854B2DBA223C26402F8C54DF5F8D0EC0,http://starwars.wikia.com/wiki/Xorth,2,0,110,Core,,L10,111,Xorth,,Xorth,-425.4476823,1237.589145,-425.45,1237.59
0101000020E6100000FA54D970FE8E264008B9656F1A7A3FC0,http://starwars.wikia.com/wiki/Gama,2,0,111,Core,,L12,112,Gama,,Gama,-3694.848397,1255.60426,-3694.85,1255.6
0101000020E6100000EE783BF98437224099464B97950C40C0,http://starwars.wikia.com/wiki/Balosar,1,1,112,Core,,L12,113,Balosar,,Balosar,-3776.222949,1013.9465,-3776.22,1013.95
0101000020E61000000E63BAA934302A40DE06E63D088541C0,http://starwars.wikia.com/wiki/Lansono,2,0,113,Core,,L12,114,Lansono,,Lansono,-4169.225047,1457.634309,-4169.23,1457.63
0101000020E6100000A8F9092F9D971A406885EE5B38C040C0,http://starwars.wikia.com/wiki/Lujo,2,0,114,Core,,L12,115,Lujo,,Lujo,-3962.089823,740.0587147,-3962.09,740.06
0101000020E61000004E84B670EEA62040F957163E491A41C0,http://starwars.wikia.com/wiki/Shulxi,2,0,115,Core,,L12,116,Shulxi,,Shulxi,-4056.410327,926.8502999,-4056.41,926.85
0101000020E6100000D3788DDB6C9E2040804F760FA1E241C0,http://starwars.wikia.com/wiki/Axbrian,2,0,116,Core,,L12,117,Axbrian,,Axbrian,-4269.093815,925.0008783,-4269.09,925
0101000020E61000008CFD2DA6C3B004408A99E90FD6E340C0,http://starwars.wikia.com/wiki/Thomork,2,0,117,Core,,L12,118,Thomork,,Thomork,-3999.29552,287.9067869,-3999.3,287.91
0101000020E61000004AE42ECE38A70F4090C5E0AE670F43C0,http://starwars.wikia.com/wiki/Frego,2,0,118,Core,,L13,119,Frego,,Frego,-4596.441444,440.4524098,-4596.44,440.45
0101000020E610000019BF7E3B2B33184030DC69D7F12D44C0,http://starwars.wikia.com/wiki/Iphigin,2,0,119,Core,,L13,120,Iphigin,,Iphigin,-4918.240809,673.4795359,-4918.24,673.48
